variant,seed,train_days,test_days,train_end,valid_start,valid_end,test_start,test_end,test_sharpe,test_sortino,test_cagr,test_volatility,test_max_drawdown,test_calmar,test_final_wealth,test_action_entropy,test_mean_turnover,test_total_cost
2018,0,2399,251,2015-12-31,2016-01-01,2017-12-31,2018-01-01,2018-12-31,0.6029153470163366,0.9041334128508111,0.06292382472761426,0.11143988841952482,0.11207545465056534,0.5614416191645301,104550.5196507524,1.5671241656305737,0.32066175253793183,0.01603308762689659
2018,1,2399,251,2015-12-31,2016-01-01,2017-12-31,2018-01-01,2018-12-31,-0.8797646951347728,-1.0743436132119362,-0.07326472615043644,0.08259311302421943,0.14187769771303127,-0.5163935370492496,90629.40165709142,1.3413916719201318,0.4579654809666629,0.022898274048333143
2018,2,2399,251,2015-12-31,2016-01-01,2017-12-31,2018-01-01,2018-12-31,0.005695931678276994,0.007477794574951317,-0.00480052402553488,0.10393350860468042,0.09284235473238323,-0.05170618560216749,98584.5468615972,1.146141440718215,0.18954852326468083,0.009477426163234041
2018,-1,2399,251,2015-12-31,2016-01-01,2017-12-31,2018-01-01,2018-12-31,-0.22412197688371407,-0.3112990064889221,-0.02841305744728606,0.10444354813587846,0.14694063863880713,-0.19336418917524803,95465.14466365418,1.25690463353018,0.35610622109653534,0.01780531105482677
2019,0,2651,252,2016-12-31,2017-01-01,2018-12-31,2019-01-01,2019-12-31,1.946632453105815,2.790045844916227,0.24668815814815237,0.11681673273653627,0.06618392286880481,3.7273124265715984,123385.4515595002,1.134730462767008,0.1718896550076945,0.008594482750384725
2019,1,2651,252,2016-12-31,2017-01-01,2018-12-31,2019-01-01,2019-12-31,1.8092879743775834,2.623763765322178,0.17312615332289205,0.09054085629886048,0.06618392286880459,2.6158339641800543,115619.61390975541,1.4904396111505647,0.265279215468627,0.01326396077343135
2019,2,2651,252,2016-12-31,2017-01-01,2018-12-31,2019-01-01,2019-12-31,2.6520982451587654,4.231205069967085,0.2973125804100052,0.10007574262041319,0.04563772841028935,6.514622676596103,128321.80598627812,1.280967576912635,0.177098562539597,0.008854928126979852
2019,-1,2651,252,2016-12-31,2017-01-01,2018-12-31,2019-01-01,2019-12-31,1.7868893134813713,2.6071165995932706,0.2144097413922168,0.1122735895605384,0.06618392286880481,3.2396046063518678,120311.69879146903,0.8653919625679967,0.1559423500552807,0.007797117502764035
2020,0,2902,253,2017-12-31,2018-01-01,2019-12-31,2020-01-01,2020-12-31,-0.06378899780663733,-0.07984364648504538,-0.0431623509113066,0.23885426998872591,0.3130119494157336,-0.1378936203294258,94707.67668741496,1.4537999228397631,0.21200009777509596,0.010600004888754799
2020,1,2902,253,2017-12-31,2018-01-01,2019-12-31,2020-01-01,2020-12-31,0.5112257613156598,0.6902473417555193,0.11271328024690996,0.29449069423790464,0.3427073008845871,0.32889080552406497,109315.83999581913,1.4020664134508294,0.33751083488455136,0.016875541744227566
2020,2,2902,253,2017-12-31,2018-01-01,2019-12-31,2020-01-01,2020-12-31,0.2944614247977578,0.400028405143024,0.04398530331974637,0.2901285719193732,0.2793362045758917,0.15746366779246543,103136.85389326,1.5539092619667354,0.23626089914161155,0.011813044957080578
2020,-1,2902,253,2017-12-31,2018-01-01,2019-12-31,2020-01-01,2020-12-31,0.37090481682880455,0.4982170038248855,0.0669889570408202,0.2863126601919474,0.3162156912438655,0.21184577140151567,105518.93155009867,1.4205580376792546,0.212040054188567,0.01060200270942835
