reward scale,mean |grad|,mean |TD error|,best val Sharpe,final val CAGR,action entropy
1,0.005661296337675095,0.010847748939923891,1.3780697159342623,0.09565751890455987,1.2028985123548634
100,2.77892916085173,0.5425895505143354,1.7008186676120356,0.15381579202697937,1.2746599627602437
