variant,seed,train_days,test_days,train_end,valid_start,valid_end,test_start,test_end,test_sharpe,test_sortino,test_cagr,test_volatility,test_max_drawdown,test_calmar,test_final_wealth,test_action_entropy,test_mean_turnover,test_total_cost
2018,0,2399,251,2015-12-31,2016-01-01,2017-12-31,2018-01-01,2018-12-31,-0.07737782349979291,-0.10865674876479511,-0.01446170207115538,0.11018383558441325,0.14675662776140086,-0.09854207126282183,97649.66700683991,0.9482671924946917,0.18656997614430318,0.009328498807215159
2018,1,2399,251,2015-12-31,2016-01-01,2017-12-31,2018-01-01,2018-12-31,-0.016315245895143052,-0.023084174454147868,-0.005992334984134651,0.09475124793613103,0.11739859218862214,-0.05104264772193245,98602.71563464146,1.2168348211909126,0.16210521404232586,0.008105260702116293
2018,2,2399,251,2015-12-31,2016-01-01,2017-12-31,2018-01-01,2018-12-31,0.6679824460373364,1.0408866836088433,0.04997778412826537,0.07747389014361318,0.06495736129174623,0.7693936935614989,103426.67461031108,1.1922936486329476,0.29364819193453207,0.014682409596726604
2018,-1,2399,251,2015-12-31,2016-01-01,2017-12-31,2018-01-01,2018-12-31,-0.2585920454877486,-0.36624527553398106,-0.03162860593679462,0.10362986024008225,0.11739859218862203,-0.26941213984898177,96049.79082147301,1.1343262653244932,0.16830690190838143,0.008415345095419075
2019,0,2651,252,2016-12-31,2017-01-01,2018-12-31,2019-01-01,2019-12-31,3.3647070041426836,5.823237266766029,0.24832798466586214,0.06660534805369253,0.022308726881009044,11.131427893236642,123156.1342955285,1.1505980219637715,0.23514044517492902,0.01175702225874645
2019,1,2651,252,2016-12-31,2017-01-01,2018-12-31,2019-01-01,2019-12-31,3.151119083924157,5.350554013746855,0.18774885015739295,0.05510070847463296,0.02295101967924551,8.180414324997216,116768.5758663958,1.2246156598260423,0.3132795522864845,0.015663977614324226
2019,2,2651,252,2016-12-31,2017-01-01,2018-12-31,2019-01-01,2019-12-31,2.9124110481538574,5.018396926508554,0.16262119064042513,0.052217250924433946,0.030319283382562845,5.363622503490681,114237.66439642246,1.1368777100765253,0.3272586606722576,0.01636293303361288
2019,-1,2651,252,2016-12-31,2017-01-01,2018-12-31,2019-01-01,2019-12-31,3.241583536707578,5.915367869764625,0.10304694279102189,0.03040335677596391,0.015048325121333028,6.84773501105043,108663.91715071221,0.8049119364454416,0.2840447055485281,0.014202235277426405
2020,0,2902,253,2017-12-31,2018-01-01,2019-12-31,2020-01-01,2020-12-31,0.4535645082752524,0.6319869536679508,0.07914674577257186,0.22275507015715804,0.17855607628129322,0.443259884630786,106346.19805280422,1.1482339596306648,0.2806129103352342,0.014030645516761711
2020,1,2902,253,2017-12-31,2018-01-01,2019-12-31,2020-01-01,2020-12-31,1.3111984796139227,1.867419372494657,0.30066832465505455,0.21890199376416297,0.1785560762812931,1.683887386623509,128544.61049718464,1.1155732782328789,0.1936431953287195,0.009682159766435973
2020,2,2902,253,2017-12-31,2018-01-01,2019-12-31,2020-01-01,2020-12-31,1.4838841626404462,2.2924687967080297,0.29838963990027256,0.187853502003299,0.13239593908564806,2.2537673131140505,128535.11781241701,1.2486143770595084,0.16034433194141243,0.008017216597070621
2020,-1,2902,253,2017-12-31,2018-01-01,2019-12-31,2020-01-01,2020-12-31,0.5414864558798219,0.7519262572710916,0.10181406734348997,0.226595927282652,0.19299433612242056,0.5275495094265723,108868.6921204966,1.1329703244585685,0.22422388515881053,0.011211194257940526
