variant,seed,train_days,test_days,train_end,valid_start,valid_end,test_start,test_end,test_sharpe,test_sortino,test_cagr,test_volatility,test_max_drawdown,test_calmar,test_final_wealth,test_action_entropy,test_mean_turnover,test_total_cost
2018,0,2399,251,2015-12-31,2016-01-01,2017-12-31,2018-01-01,2018-12-31,-0.061889991679483655,-0.09244329808918555,-0.007205065430533897,0.07353214300047597,0.06239420306932053,-0.11547651987042776,97627.56607833838,1.4857848286465822,0.3366188058916604,0.016830940294583017
2018,1,2399,251,2015-12-31,2016-01-01,2017-12-31,2018-01-01,2018-12-31,2.251428168552259,4.808276853952951,0.024555073533060856,0.010800978011614148,0.004075044459374899,6.025719173828974,102281.9538113988,0.098039113279732,0.03004570185255373,0.0015022850926276867
2018,2,2399,251,2015-12-31,2016-01-01,2017-12-31,2018-01-01,2018-12-31,-0.5130758932845976,-0.7136011349722062,-0.03624043432317259,0.06751928671255708,0.07305532509801038,-0.4960683464833363,95794.63760571042,0.6312186103041044,0.12680546907338452,0.006340273453669225
2018,-1,2399,251,2015-12-31,2016-01-01,2017-12-31,2018-01-01,2018-12-31,0.4959138235502176,0.805534107619301,0.029986019523194463,0.06361612994060174,0.04296146480448715,0.6979747934493739,102243.09724229533,0.7606985146143947,0.14248284429841732,0.007124142214920866
2019,0,2651,252,2016-12-31,2017-01-01,2018-12-31,2019-01-01,2019-12-31,3.5051282484193838,6.268217243621642,0.257577995019594,0.06603409599684013,0.01695508765419451,15.191781975593143,123133.59274330309,1.2159947216284817,0.38520754756056896,0.01926037737802845
2019,1,2651,252,2016-12-31,2017-01-01,2018-12-31,2019-01-01,2019-12-31,2.4826244179151087,3.6809405885947757,0.17897358044669232,0.06724850260249038,0.03606748601070864,4.9621861749264715,115722.88917608079,1.6434653188522823,0.34604917031639926,0.01730245851581996
2019,2,2651,252,2016-12-31,2017-01-01,2018-12-31,2019-01-01,2019-12-31,2.4495260906788663,3.815780420813399,0.21328210411034076,0.08026514686886098,0.048710149238264555,4.378596810842774,119927.10558464608,1.065244062532495,0.20153466334572465,0.010076733167286233
2019,-1,2651,252,2016-12-31,2017-01-01,2018-12-31,2019-01-01,2019-12-31,3.0700810435401014,5.184823146646028,0.2395509632690509,0.07079043418200366,0.025906934702190076,9.246596172908104,122002.3097248318,1.0496348213275466,0.283371305764676,0.014168565288233799
2020,0,2902,253,2017-12-31,2018-01-01,2019-12-31,2020-01-01,2020-12-31,0.6529339191139103,0.8748634466605215,0.12768808003602228,0.22206207822824242,0.2323048477718409,0.5496574060367074,111311.43857283224,1.3740667755739047,0.24099828976748122,0.012049914488374062
2020,1,2902,253,2017-12-31,2018-01-01,2019-12-31,2020-01-01,2020-12-31,0.611370116305372,0.8305785478939952,0.11990964181068309,0.22793594074168944,0.21866856769100718,0.5483624970742167,111388.72471907089,1.1447134911970713,0.08983436827838681,0.00449171841391934
2020,2,2902,253,2017-12-31,2018-01-01,2019-12-31,2020-01-01,2020-12-31,0.9751098352850254,1.4096560733178929,0.16191236317672608,0.1683980650437294,0.16895129184896818,0.9583375267794078,114593.01521916903,1.4470995362728616,0.25309382038769085,0.012654691019384542
2020,-1,2902,253,2017-12-31,2018-01-01,2019-12-31,2020-01-01,2020-12-31,0.5653840085124566,0.7532972383611556,0.10439850153308283,0.21791761857073913,0.21866856769100718,0.47742802102497267,109587.58236639762,1.328657943824272,0.13913257225851006,0.006956628612925503
