date,wealth,return,drawdown,action,w_SPY,w_TLT,w_GLD,w_SHY
2021-01-05,100000.0,0.0,0.0,0,0.0,0.0,0.0,1.0
2021-01-06,99942.087188302,-0.00057912811698,0.0005791281169800211,0,0.0,0.0,0.0,1.0
2021-01-07,99965.27670160167,0.0002320295078086,0.00034723298398331437,0,0.0,0.0,0.0,1.0
2021-01-08,99953.71243072744,-0.0001156828776532,0.00046287569272562834,0,0.0,0.0,0.0,1.0
2021-01-11,99942.087188302,-0.0001163062595948,0.0005791281169800211,0,0.0,0.0,0.0,1.0
2021-01-12,99942.087188302,0.0,0.0005791281169800211,0,0.0,0.0,0.0,1.0
2021-01-13,99930.52291742778,-0.0001157097194943,0.000694770825722224,0,0.0,0.0,0.0,1.0
2021-01-14,99942.08718830203,0.000115723109783,0.000579128116979688,0,0.0,0.0,0.0,1.0
2021-01-15,99953.71243072746,0.0001163197883142,0.0004628756927254063,0,0.0,0.0,0.0,1.0
2021-01-19,99988.395081425,0.0003469871188783,0.00011604918575003342,0,0.0,0.0,0.0,1.0
2021-01-20,101013.9225416001,0.011267732588735,0.0,3,0.8020337637085824,0.19796623629141752,0.0,0.0
2021-01-21,100947.44046882537,-0.0006581476206642746,0.0006581476206644066,3,0.8032936615317773,0.19670633846822264,0.0,0.0
2021-01-22,100724.69887253513,-0.0022065105886366954,0.002863205999607321,3,0.8022205468180359,0.1977794531819641,0.0,0.0
2021-01-25,101278.1581153438,0.00549477187823667,0.0,3,0.8009831923310617,0.1990168076689382,0.0,0.0
2021-01-26,101113.49112853533,-0.0016258884430040165,0.0016258884430040421,3,0.8010352427580403,0.19896475724195967,0.0,0.0
2021-01-27,99187.80910203811,-0.01904374304000688,0.02063968235801672,3,0.7955989000172984,0.20440109998270167,0.0,0.0
2021-01-28,99754.41042488784,0.005712408893585419,0.015045175769494046,3,0.797883358293267,0.2021166417067331,0.0,0.0
2021-01-29,98039.72011668599,-0.017189117763298987,0.03197568023472164,3,0.7955856106157194,0.20441438938428064,0.0,0.0
2021-02-01,99361.26890489653,0.013479728283981618,0.018926975431999504,3,0.7980706135027186,0.2019293864972814,0.0,0.0
2021-02-02,100353.18832636441,0.009982958474667842,0.009132964167120394,3,0.8013556084282808,0.19864439157171923,0.0,0.0
2021-02-03,100238.09075317172,-0.0011455708714899,0.010269414269832633,3,0.8015473157740401,0.19845268422595985,0.0,0.0
2021-02-04,101098.11135955903,0.00857977840484855,0.0017777451637669417,3,0.8037613265633333,0.19623867343666673,0.0,0.0
2021-02-05,101251.807808134,0.0015202702257054402,0.00026017759110297245,3,0.8056998754013901,0.1943001245986099,0.0,0.0
2021-02-08,101927.34915387217,0.0066718941652703385,0.0,3,0.8061401354182887,0.19385986458171137,0.0,0.0
2021-02-09,101887.27400894814,-0.00039317362078686785,0.00039317362078683527,3,0.8059203367413511,0.19407966325864898,0.0,0.0
2021-02-10,102110.7667130271,0.0023999436694858603,0.0,1,0.5983027613116219,0.4016972386883781,0.0,0.0
2021-02-11,101984.88132542068,-0.0012328316754316611,0.0012328316754315338,1,0.6000086272730104,0.3999913727269896,0.0,0.0
2021-02-12,101780.53174771719,-0.0020037242290005283,0.003234085649733709,1,0.6041832198319227,0.3958167801680774,0.0,0.0
2021-02-16,101113.86627360176,-0.006550029388408905,0.00976293168209219,1,0.6076401487090015,0.3923598512909985,0.0,0.0
2021-02-17,101379.8872989317,0.0026309054844183104,0.0071577115481804565,1,0.6061847171314518,0.39381528286854806,0.0,0.0
2021-02-18,100956.26978278978,-0.0041723574328085804,0.011306319278572508,1,0.599949530799257,0.4000504692007431,0.0,0.0
