date,wealth,return,drawdown,action,w_SPY,w_TLT,w_GLD,w_SHY
2023-01-04,100790.72146007765,0.008916130731508076,0.0,3,0.7990516454538833,0.2009483545461168,0.0,0.0
2023-01-05,99956.20342706658,-0.00827971087935534,0.008279710879355306,3,0.7965268534022759,0.2034731465977242,0.0,0.0
2023-01-06,102156.17103660347,0.02200931542124955,0.0,3,0.7972461234137543,0.2027538765862456,0.0,0.0
2023-01-09,102220.2679256318,0.0006274402062833107,0.0,3,0.796294417621633,0.20370558237836695,0.0,0.0
2023-01-10,102446.47309638753,0.002212918977284653,0.0,3,0.8001080841526467,0.19989191584735333,0.0,0.0
2023-01-11,102431.86599816497,0.0008582755415431631,0.00014258273399825327,0,0.0,0.0,0.0,1.0
2023-01-12,102657.86113843638,0.0022062972110208356,0.0,0,0.0,0.0,0.0,1.0
2023-01-13,102482.09558016509,-0.0017121490387791427,0.0017121490387790317,0,0.0,0.0,0.0,1.0
2023-01-17,102544.84729170249,0.0006123187780475714,0.0011008786417386895,0,0.0,0.0,0.0,1.0
2023-01-18,102770.82072984298,0.0022036547335984036,0.0,0,0.0,0.0,0.0,1.0
2023-01-19,102745.68966224474,-0.00024453504817578686,0.00024453504817578686,0,0.0,0.0,0.0,1.0
2023-01-20,102657.86113843638,-0.0008548146797893175,0.001099140695816181,0,0.0,0.0,0.0,1.0
2023-01-23,102557.41282550161,-0.0009784765805641582,0.0020765417929506924,0,0.0,0.0,0.0,1.0
2023-01-24,102595.05517157169,0.00036703681414151923,0.0017102671460932362,0,0.0,0.0,0.0,1.0
2023-01-25,102657.86113843638,0.0006121734303827786,0.001099140695816181,0,0.0,0.0,0.0,1.0
2023-01-26,102595.05517157169,-0.000611798903349392,0.0017102671460932362,0,0.0,0.0,0.0,1.0
2023-01-27,102595.05517157169,0.0,0.0017102671460932362,0,0.0,0.0,0.0,1.0
2023-01-30,102494.62856076783,-0.0009788640459904574,0.0026874570730653913,0,0.0,0.0,0.0,1.0
2023-01-31,102682.9488017728,0.0018373669298514805,0.0008550279879652178,0,0.0,0.0,0.0,1.0
2023-02-01,102861.57904132473,0.0017396290390605529,0.0,0,0.0,0.0,0.0,1.0
2023-02-02,102874.10117086202,0.00012173767556356019,0.0,0,0.0,0.0,0.0,1.0
2023-02-03,102496.79877385923,-0.0036676130601241974,0.0036676130601241974,0,0.0,0.0,0.0,1.0
2023-02-06,102207.54192197394,-0.002822106205711661,0.006479368872258751,0,0.0,0.0,0.0,1.0
2023-02-07,102257.88001462862,0.0004925085928895179,0.005990051424215381,0,0.0,0.0,0.0,1.0
