date,SPY_ret5,SPY_mom63,SPY_vol20,SPY_vol60,SPY_ma_ratio,TLT_ret5,TLT_mom63,TLT_vol20,TLT_vol60,TLT_ma_ratio,GLD_ret5,GLD_mom63,GLD_vol20,GLD_vol60,GLD_ma_ratio,SHY_ret5,SHY_mom63,SHY_vol20,SHY_vol60,SHY_ma_ratio,spy_tlt_corr60,rf_level,rf_chg20
2005-09-06,0.012504333235367149,0.02268853894962497,0.09623901545666808,0.08856275754702951,0.025823976310472174,0.01082152963269234,0.004465497931710027,0.07487119622547965,0.09459453652882975,0.03826412775471799,0.014675518933529252,0.04166667789164702,0.13857417267661626,0.11390946489640935,0.0021575999116036915,0.006794075774890773,0.006881532171259419,0.013799085288259003,0.01338315404348977,0.0045770947953156504,0.01803227153654125,0.033770000934583204,-0.0005999994277955945
2005-09-07,0.016517806321314277,0.03387427749837535,0.10483733687359464,0.091384967687492,0.026338323989012702,0.002430983308863821,-0.010461416517930866,0.08051893516589702,0.09282138316226896,0.03756682602049022,0.016066118151077502,0.044596492260836396,0.13644298952281522,0.1128351731332203,0.002342168708061809,0.004930694185553364,0.005019942728717863,0.014806814816873827,0.013698687265626864,0.004589763543501935,-0.038396559107787664,0.0341000008582968,-0.0001799988746724046
2005-09-08,0.02362641420579803,0.03752893218754538,0.1028844803842436,0.09125620995451114,0.026793929303145836,-0.013270182621662463,-0.015086130523575103,0.08938614715139372,0.09403925533127232,0.03662721070260955,0.030690619879903958,0.047000511839751624,0.13635618671400082,0.11266100641207784,0.0025895207277508714,0.002696231542397287,0.004521327096755456,0.015192541800365705,0.013808628750110546,0.0045757992718824525,-0.03545345847519165,0.0340499997138924,-0.00029999971388520313
2005-09-09,0.007504930964664425,0.029203483321462942,0.10363031442069827,0.09151515784587319,0.027054220942439144,-0.020448588874145246,-0.013212526708078265,0.0889981942421515,0.09303287046279958,0.03587540321218352,0.027649698296131175,0.05512178829251635,0.13578848556019307,0.11275373200442843,0.003164195019087934,-0.00039557446004068186,0.0046438527711269995,0.015454755722182027,0.013858596269871886,0.00457789105081563,-0.03136153190966828,0.0339800000190588,-0.000360000133516801
2005-09-12,0.01722596133373555,0.04078967624372143,0.10749096806388521,0.0931040914835926,0.02751273052696157,-0.01135922941611378,0.001214180347537397,0.0867577288146866,0.09317937268522469,0.03521264083973796,0.01402078052396094,0.052088251439215805,0.12098811874729941,0.11303322562715937,0.00371551070185272,-0.0013579758192737712,0.005761573061001224,0.015387601567710185,0.01384460580289037,0.0045781299044536095,-0.019489051589468162,0.033970000743856796,-0.00024999856948080407
2005-09-13,0.017011452494875012,0.03542778407361369,0.10516604319676023,0.09315547234309106,0.028060655492306408,-0.01902076358484439,0.0002993382152960411,0.084119966516626,0.09376338759893778,0.03425488815256772,0.014463263042902463,0.04932212881157616,0.12100079935974693,0.10799496385119951,0.004407391021242546,-0.002961023994295542,0.005388486151161498,0.015179746886783693,0.01378308397980464,0.004559785593730936,-0.01553279475069706,0.0341499996185292,-0.00018000125884439638
2005-09-14,-0.0003237293916090733,0.027296583719689904,0.1050711616100409,0.0937177979019934,0.028459870236299478,-0.006878550564431207,0.01220491898612397,0.0852640083440657,0.09437332352958108,0.03360357493230892,0.006550732155605532,0.04600945937499512,0.12033217867056181,0.10896541826203565,0.005356183311835183,-0.000741724356144724,0.0057620479231785815,0.014970967843155073,0.01382120395536579,0.0046014920386254765,-0.029987610490244627,0.0340400004386652,-0.00023000001907679674
2005-09-15,-0.005648876176905793,0.02161463187238577,0.09447688005850136,0.09407009368331432,0.02861909572406529,-0.001282430636458165,0.006494161172322821,0.08314345097700263,0.09464969943820027,0.033039827481966544,0.014211532312110808,0.05194191199866838,0.11980969319723599,0.11038200481620819,0.006652037733613003,-0.0001236658817714842,0.00588619323145112,0.015026051611714093,0.013810722776473936,0.004636977698280198,-0.02234563988373436,0.03345000028609681,-0.0010699987411511916
2005-09-16,-0.002833905318806451,0.018509105654687552,0.09451660733725559,0.0940802625028909,0.02894329865107248,-0.010565359414359654,-0.006769003573138588,0.08504737494132003,0.09492842010050524,0.032215415530069125,0.01838564401072862,0.04509892143952943,0.11085001271031121,0.11201702682521449,0.008088967203830011,0.00012428667178965291,0.004768716611921908,0.015138609293426572,0.013827762496748884,0.00465753227507304,-0.020507479065890077,0.0335500001907336,-0.0007999992370440051
2005-09-19,-0.0046086770208031425,0.021965842680677472,0.09743010053857938,0.09512179807156186,0.02935452606490463,-0.020212725139587273,-0.013199491058846768,0.08331147426300983,0.09227027308133293,0.031240189387850226,0.021855475889862808,0.05019478737325622,0.11275603678294,0.1131130560061443,0.009644045371871135,-0.000864896569026885,0.004147438752596155,0.015339824370852918,0.013189822219854538,0.004652895443666205,-0.04472744891987573,0.0340899991988976,-1.0001659399197504e-05
